img_id,mask_id,q,question,answer
clb0kvxvu917w074y7kfn0iga,clb0kvxvu917w074y7kfn0iga_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,visible z-line at the gastroesophageal junction
clb0kvxv6905s074yfyywhtuu,clb0kvxv6905s074yfyywhtuu_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,visible z-line at gastroesophageal junction
clb0kvxv18zy8074yeuspa5jy,clb0kvxv18zy8074yeuspa5jy_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxwj9298074yfowacyka,clb0kvxwj9298074yfowacyka_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks can be identified in the image?,visible z-line structure
clb0kvxvo910c074y0zvf93s0,clb0kvxvo910c074y0zvf93s0_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line scattered across central and upper regions
clb0kvxwq92lw074yehu3bofl,clb0kvxwq92lw074yehu3bofl_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvz91f0074y2wy74ns7,clb0kvxvz91f0074y2wy74ns7_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line structure
clb0kvxw091g4074yhobl5pba,clb0kvxw091g4074yhobl5pba_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,visible z-line at the gastroesophageal junction
clb0kvxw891sc074ydh4a8bxa,clb0kvxw891sc074ydh4a8bxa_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,anatomical landmark z-line located in central and lower regions
clb0kvxwo92hg074y3tsu8e5y,clb0kvxwo92hg074y3tsu8e5y_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxv69068074y6rapat1d,clb0kvxv69068074y6rapat1d_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,visible z-line at gastroesophageal junction
clb0kvxvy91do074ycn9kbmqg,clb0kvxvy91do074ycn9kbmqg_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxvc90gs074y8ob781xw,clb0kvxvc90gs074y8ob781xw_z-line_mask_0,Where in the image is the anatomical landmark?,Which areas of the image contain the anatomical landmark?,z-line scattered across central and upper regions
clb0kvxwd921g074yb1cu1ga4,clb0kvxwd921g074yb1cu1ga4_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxv39014074yhxoihk8b,clb0kvxv39014074yhxoihk8b_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,z-line landmark distributed across central and upper regions
clb0kvxvy91dg074yhcjq5j78,clb0kvxvy91dg074yhcjq5j78_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image show the anatomical landmark?,z-line distributed across central and lower regions
clb0kvxvd90is074ycennh40o,clb0kvxvd90is074ycennh40o_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line identification
clb0kvxv990ac074yd27687my,clb0kvxv990ac074yd27687my_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line anatomy
clb0kvxwb91xs074y4wa523k1,clb0kvxwb91xs074y4wa523k1_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image show the anatomical landmark?,z-line landmark present in central and upper regions
clb0kvxvi90qo074y7gm90dfq,clb0kvxvi90qo074y7gm90dfq_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvl90x4074yd3joclty,clb0kvxvl90x4074yd3joclty_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxv18zys074yg4eu21lc,clb0kvxv18zys074yg4eu21lc_z-line_mask_0,Where in the image is the anatomical landmark?,Which areas of the image contain the anatomical landmark?,z-line landmark located in central and upper-left regions
clb0kvxw891ss074y7oetfpnl,clb0kvxw891ss074y7oetfpnl_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line anatomy
clb0kvxwb91yc074y88bwc9r8,clb0kvxwb91yc074y88bwc9r8_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,z-line landmark scattered across central and upper regions
clb0kvxv990a4074y8g29djvu,clb0kvxv990a4074y8g29djvu_z-line_mask_0,Where in the image is the anatomical landmark?,Which areas of the image contain the anatomical landmark?,z-line located in central and upper regions
clb0kvxwg9250074yem455skg,clb0kvxwg9250074yem455skg_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line formation
clb0kvxvw91as074y5r7w5f3d,clb0kvxvw91as074y5r7w5f3d_z-line_mask_0,Where in the image is the anatomical landmark?,Which areas of the image contain the anatomical landmark?,z-line scattered across central and lower regions
clb0kvxv28zz8074y464gfdth,clb0kvxv28zz8074y464gfdth_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line formation
clb0kvxwr92mw074y06hp7pxn,clb0kvxwr92mw074y06hp7pxn_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvm90xs074yc035axof,clb0kvxvm90xs074yc035axof_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvq913g074y9aq0aw5d,clb0kvxvq913g074y9aq0aw5d_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line formation
clb0kvxw691ow074yfcq1auo4,clb0kvxw691ow074yfcq1auo4_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxwh926o074ygo262iif,clb0kvxwh926o074ygo262iif_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line prominence
clb0kvxwj92a8074yg5y1hxf4,clb0kvxwj92a8074yg5y1hxf4_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxw191i4074ydbkffqcc,clb0kvxw191i4074ydbkffqcc_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvg90oo074yavgs47u0,clb0kvxvg90oo074yavgs47u0_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxwm92f4074ye5l82903,clb0kvxwm92f4074ye5l82903_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line identification
clb0kvxv4902o074y62vw9pkp,clb0kvxv4902o074y62vw9pkp_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvz91fk074y62qz61nh,clb0kvxvz91fk074y62qz61nh_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,anatomical landmark z-line scattered across central and lower regions
clb0kvxw791pw074y41s0a5cb,clb0kvxw791pw074y41s0a5cb_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line formation
clb0kvxwk92c0074ygtktalp3,clb0kvxwk92c0074ygtktalp3_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line transition
clb0kvxw791q0074y3p0bha7k,clb0kvxw791q0074y3p0bha7k_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxvx91c0074y2byl9arg,clb0kvxvx91c0074y2byl9arg_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line formation
clb0kvxwo92hs074y8p8h4lm3,clb0kvxwo92hs074y8p8h4lm3_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxvh90pg074yglg00ct4,clb0kvxvh90pg074yglg00ct4_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,visible z-line at gastroesophageal junction
clb0kvxv28zzg074y1d2xeu17,clb0kvxv28zzg074y1d2xeu17_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line identification
clb0kvxwo92iw074y7wqt4ybk,clb0kvxwo92iw074y7wqt4ybk_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line identification
clb0kvxv4901k074yfo5x99qy,clb0kvxv4901k074yfo5x99qy_z-line_mask_0,Where in the image is the anatomical landmark?,In which regions of the image is the anatomical landmark located?,anatomical landmark z-line scattered across central and upper regions
clb0kvxvc90h8074ydrhndkkk,clb0kvxvc90h8074ydrhndkkk_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,z-line landmark scattered across central and upper regions
clb0kvxvh90po074ydty2c5wc,clb0kvxvh90po074ydty2c5wc_z-line_mask_0,Where in the image is the anatomical landmark?,Which areas of the image contain the anatomical landmark?,anatomical landmark z-line located in central and upper regions
clb0kvxv18zyw074yczp6gxp2,clb0kvxv18zyw074yczp6gxp2_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxw391l4074y75b343au,clb0kvxw391l4074y75b343au_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line multiple landmarks distributed across central and lower regions
clb0kvxva90c0074y2utk2y1y,clb0kvxva90c0074y2utk2y1y_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxv28zzk074yf0c2fic2,clb0kvxv28zzk074yf0c2fic2_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxve90jg074y814sckjn,clb0kvxve90jg074y814sckjn_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,"z-line distributed across multiple regions including center-left, center-right, and lower areas"
clb0kvxvd90i8074ygksw7hfy,clb0kvxvd90i8074ygksw7hfy_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line multiple landmarks located in central and upper regions
clb0kvxvj90tc074y7awod6ya,clb0kvxvj90tc074y7awod6ya_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line distributed across central and lower regions
clb0kvxv990bo074y3b8wb3wt,clb0kvxv990bo074y3b8wb3wt_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image show the anatomical landmark?,z-line located in central and lower left areas
clb0kvxvo910s074y158ph2xe,clb0kvxvo910s074y158ph2xe_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks can be identified in the image?,visible z-line structure
clb0kvxvk90v4074y5fhwe7kg,clb0kvxvk90v4074y5fhwe7kg_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxvx91bw074y5pq166he,clb0kvxvx91bw074y5pq166he_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,anatomical landmark z-line scattered across multiple central and upper regions
clb0kvxv69064074ydvrycsa1,clb0kvxv69064074ydvrycsa1_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxvn90z8074y0314944r,clb0kvxvn90z8074y0314944r_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line landmark multiple landmarks located in central and upper regions
clb0kvxwf923w074y8kxhd4yh,clb0kvxwf923w074y8kxhd4yh_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxwc91zo074yhmm3ah91,clb0kvxwc91zo074yhmm3ah91_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxun8zkk074y1d4o168y,clb0kvxun8zkk074y1d4o168y_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmark is visible in the image?,z-line landmark visible in central and upper-central regions
clb0kvxvp911k074y4c951b7m,clb0kvxvp911k074y4c951b7m_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,anatomical landmark z-line located in central and peripheral areas
clb0kvxwb91yo074y425w97zl,clb0kvxwb91yo074y425w97zl_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvo9110074y5epsd5os,clb0kvxvo9110074y5epsd5os_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line identification
clb0kvxv89090074ybpe91eco,clb0kvxv89090074ybpe91eco_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,z-line landmark distributed across central and upper regions
clb0kvxvt917c074yci4lbmp9,clb0kvxvt917c074yci4lbmp9_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,z-line located in central and lower-left regions
clb0kvxv8909k074yg9zq6h2y,clb0kvxv8909k074yg9zq6h2y_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line delineation
clb0kvxut8zq0074ydf7n8q4n,clb0kvxut8zq0074ydf7n8q4n_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,anatomical landmark z-line located in central and upper-right regions
clb0kvxwj929s074yf2366tlk,clb0kvxwj929s074yf2366tlk_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvq913w074y48zz85st,clb0kvxvq913w074y48zz85st_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image show the anatomical landmark?,"z-line scattered across center-right, lower-left, and upper-right areas"
clb0kvxw191ik074y92y57d5h,clb0kvxw191ik074y92y57d5h_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvf90m4074y4weshkpp,clb0kvxvf90m4074y4weshkpp_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks can be identified in the image?,visible z-line at gastroesophageal junction
clb0kvxwg9254074y7roo6u1p,clb0kvxwg9254074y7roo6u1p_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image show the anatomical landmark?,z-line visible in central and multiple peripheral regions
clb0kvxwm92ew074yhil27cw5,clb0kvxwm92ew074yhil27cw5_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line formation
clb0kvxvm90y0074y69ut67mi,clb0kvxvm90y0074y69ut67mi_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,visible z-line at gastroesophageal junction
clb0kvxvt916c074ygv7n4qe7,clb0kvxvt916c074ygv7n4qe7_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvy91dg074yhcjq5j78,clb0kvxvy91dg074yhcjq5j78_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line formation
clb0kvxw191ik074y92y57d5h,clb0kvxw191ik074y92y57d5h_z-line_mask_0,Where in the image is the anatomical landmark?,In which regions of the image is the anatomical landmark located?,z-line scattered across central and lower regions
clb0kvxw591n8074y5nwz4e1a,clb0kvxw591n8074y5nwz4e1a_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmark is visible in the image?,anatomical landmark z-line located in central and upper-central regions
clb0kvxuu8zqs074y324g4z9f,clb0kvxuu8zqs074y324g4z9f_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line landmark multiple landmarks located in central and upper regions
clb0kvxvt916w074y2qc14fsg,clb0kvxvt916w074y2qc14fsg_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxv5904s074y97qacm3l,clb0kvxv5904s074y97qacm3l_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxut8zpg074yfkm05y0b,clb0kvxut8zpg074yfkm05y0b_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line multiple landmarks located in central and upper regions
clb0kvxvq913o074y7lnz0fhw,clb0kvxvq913o074y7lnz0fhw_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line identification
clb0kvxwf923o074ybccw0pgg,clb0kvxwf923o074ybccw0pgg_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image show the anatomical landmark?,anatomical landmark z-line visible in central and upper-right areas
clb0kvxw191io074y13iv4auv,clb0kvxw191io074y13iv4auv_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmark is visible in the image?,z-line located in central and lower central regions
clb0kvxw591n8074y5nwz4e1a,clb0kvxw591n8074y5nwz4e1a_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line presence
clb0kvxvl90w0074y3v8t9ej7,clb0kvxvl90w0074y3v8t9ej7_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvn90z4074yc80tadv6,clb0kvxvn90z4074yc80tadv6_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line scattered across central and upper regions
clb0kvxvg90o8074y9jii7q81,clb0kvxvg90o8074y9jii7q81_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,visible z-line structure
clb0kvxw391ko074y0hivegpd,clb0kvxw391ko074y0hivegpd_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,presence of z-line structure
clb0kvxwf923g074ygfyp8gw4,clb0kvxwf923g074ygfyp8gw4_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line landmark visible in central and upper regions
clb0kvxvu917k074y6am31j31,clb0kvxvu917k074y6am31j31_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvd90ig074yb6in8d04,clb0kvxvd90ig074yb6in8d04_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line identification
clb0kvxv39018074y9x5ae6gp,clb0kvxv39018074y9x5ae6gp_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxv8909w074ydp6g3ktm,clb0kvxv8909w074ydp6g3ktm_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,z-line distributed across central and upper regions
clb0kvxvq9138074yc8b220oa,clb0kvxvq9138074yc8b220oa_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxvm90xc074y5yp9azlb,clb0kvxvm90xc074y5yp9azlb_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmark is visible in the image?,z-line visible in central and upper regions
clb0kvxw191hs074y067vfhfj,clb0kvxw191hs074y067vfhfj_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,visible z-line at gastroesophageal junction
clb0kvxwe9234074y95lvhrow,clb0kvxwe9234074y95lvhrow_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,z-line landmark distributed across central and upper areas
clb0kvxvl90x0074y4giy7jmk,clb0kvxvl90x0074y4giy7jmk_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line distributed across multiple regions including central and upper areas
clb0kvxv7906o074y82j11tg4,clb0kvxv7906o074y82j11tg4_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxw891rw074y77ah3n45,clb0kvxw891rw074y77ah3n45_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line anatomy
clb0kvxv39014074yhxoihk8b,clb0kvxv39014074yhxoihk8b_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line anatomical landmark
clb0kvxv79078074y9nnrg7vr,clb0kvxv79078074y9nnrg7vr_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,anatomical landmark z-line multiple landmarks located in central and upper regions
clb0kvxvs915o074yaixt43zj,clb0kvxvs915o074yaixt43zj_z-line_mask_0,Where in the image is the anatomical landmark?,Which area of the image contains the anatomical landmark?,z-line landmark visible in central and lower-central regions
clb0kvxwd921g074yb1cu1ga4,clb0kvxwd921g074yb1cu1ga4_z-line_mask_0,Where in the image is the anatomical landmark?,Which area of the image contains the anatomical landmark?,anatomical landmark z-line located in central and center-right regions
clb0kvxwb91y8074y19xrgfm8,clb0kvxwb91y8074y19xrgfm8_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxve90j8074y80pqalev,clb0kvxve90j8074y80pqalev_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxvv919k074yakrv2etn,clb0kvxvv919k074yakrv2etn_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,"z-line distributed across central, upper, and lower regions"
clb0kvxv990a8074ycugbdmut,clb0kvxv990a8074ycugbdmut_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line landmark located in central and upper-left regions
clb0kvxw291js074yc8207qlz,clb0kvxw291js074yc8207qlz_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line scattered across central and upper regions
clb0kvxvl90wg074y8dnf1glw,clb0kvxvl90wg074y8dnf1glw_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,z-line landmark distributed across central and upper regions
clb0kvxv79088074ycq5xhswt,clb0kvxv79088074ycq5xhswt_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line identification
clb0kvxwc91zc074y0q7i61jf,clb0kvxwc91zc074y0q7i61jf_z-line_mask_0,Where in the image is the anatomical landmark?,Which region of the image contains the anatomical landmark?,z-line landmark located in the central and left-central areas
clb0kvxv4902c074y4kum48zx,clb0kvxv4902c074y4kum48zx_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line appearance
clb0kvxv990bg074y533g3dou,clb0kvxv990bg074y533g3dou_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image show the anatomical landmark?,z-line landmark located in the central and upper-central areas
clb0kvxvp912c074yayjq5b8a,clb0kvxvp912c074yayjq5b8a_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxvl90w4074ye7oia0wy,clb0kvxvl90w4074ye7oia0wy_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image show the anatomical landmark?,"anatomical landmark z-line distributed across central, lower-center, and upper-right regions"
clb0kvxv990b8074yct0y4znb,clb0kvxv990b8074yct0y4znb_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmarks are visible in the image?,z-line landmark located in central and upper regions
clb0kvxw591nc074ycgw2fmz8,clb0kvxw591nc074ycgw2fmz8_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,"anatomical landmark z-line scattered across multiple areas including lower-left, lower-center, and upper-right"
clb0kvxw891ro074y0t7e3n9z,clb0kvxw891ro074y0t7e3n9z_z-line_mask_0,Where in the image is the anatomical landmark?,Which region of the image contains the anatomical landmark?,z-line located in central and upper-central areas
clb0kvxw291jk074yhn5vdyz9,clb0kvxw291jk074yhn5vdyz9_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image show the anatomical landmark?,z-line landmark located in central and upper-right areas
clb0kvxvc90fk074ya7hv0ab1,clb0kvxvc90fk074ya7hv0ab1_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,"anatomical landmark z-line located in multiple regions including center-left, center-right, and upper areas"
clb0kvxvy91e8074y8f9nhxl2,clb0kvxvy91e8074y8f9nhxl2_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image contain the anatomical landmark?,z-line located in central and upper-center regions
clb0kvxv8908k074y6z8zc2oy,clb0kvxv8908k074y6z8zc2oy_z-line_mask_0,Where in the image is the anatomical landmark?,Which anatomical landmark is visible in the image?,z-line landmark located in central and upper-left regions
clb0kvxwf923o074ybccw0pgg,clb0kvxwf923o074ybccw0pgg_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxw391ks074y7cn169rr,clb0kvxw391ks074y7cn169rr_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxv08zx4074yhidlh8k8,clb0kvxv08zx4074yhidlh8k8_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line identification
clb0kvxv08zxc074y6ywk59zo,clb0kvxv08zxc074y6ywk59zo_z-line_mask_0,Are there any anatomical landmarks in the image? Check all that are present.,Which anatomical landmarks are visible in the image?,evidence of z-line visualization
clb0kvxw991v0074yf71jbdeo,clb0kvxw991v0074yf71jbdeo_z-line_mask_0,Where in the image is the anatomical landmark?,Which regions of the image display the anatomical landmark?,z-line landmark located in the upper-central and upper-right areas
