img_id,mask_id,q,question,answer
cla820gm2s57v071u2vobeeor,cla820gm2s57v071u2vobeeor_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located within the image?,ulcerative colitis abnormality distributed across multiple quadrants
cla820glis4jb071u9dny0zkz,cla820glis4jb071u9dny0zkz_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Which areas of the image show the abnormality?,ulcerative colitis abnormality scattered across multiple regions
cla820gmrs667071uab1of9e2,cla820gmrs667071uab1of9e2_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,"ulcerative colitis distributed across multiple regions including center, upper, and lower quadrants"
cla820gmes5nn071u4li1c0zd,cla820gmes5nn071u4li1c0zd_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality scattered across multiple quadrants
cla820gmcs5k3071u6se0ha5o,cla820gmcs5k3071u6se0ha5o_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,"ulcerative colitis Abnormality seen in multiple regions including center, upper, lower, and lateral areas"
cla820gl2s3rf071u3bj0eu8m,cla820gl2s3rf071u3bj0eu8m_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located in the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820glis4i3071u5rw5eer8,cla820glis4i3071u5rw5eer8_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,ulcerative colitis abnormality seen in multiple regions including central and lower quadrants
cla820gm2s58b071uc7pvb8v5,cla820gm2s58b071uc7pvb8v5_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the abnormal findings located in the image?,ulcerative colitis scattered across multiple regions including central and upper areas
cla820gm6s5cj071ucvqjgfy5,cla820gm6s5cj071ucvqjgfy5_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Which regions of the image show abnormalities?,ulcerative colitis abnormalities scattered across multiple areas
cla820gm1s573071uboxn339w,cla820gm1s573071uboxn339w_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located in the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820gmss67b071u3h7o5k3t,cla820gmss67b071u3h7o5k3t_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis abnormality seen in multiple central and upper regions
cla820gl8s40f071u27wyhkha,cla820gl8s40f071u27wyhkha_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,ulcerative colitis abnormality scattered across multiple regions
cla820glns4pv071u35kocc2o,cla820glns4pv071u35kocc2o_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality scattered across multiple regions
cla820gm6s5d7071ubncv3h34,cla820gm6s5d7071ubncv3h34_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis scattered across multiple regions of the image
cla820gl1s3p3071udi3n74jf,cla820gl1s3p3071udi3n74jf_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Which regions of the image show abnormalities?,ulcerative colitis abnormalities scattered across multiple quadrants
cla820gl4s3tj071uakhw1bd9,cla820gl4s3tj071uakhw1bd9_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormalities scattered across multiple regions
cla820gmls5xf071u5v8va9fa,cla820gmls5xf071u5v8va9fa_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the abnormal areas located in the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820gn8s6pn071u98pkb1ku,cla820gn8s6pn071u98pkb1ku_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis scattered across multiple regions including central and lower areas
cla820glas443071u6ga4fbrw,cla820glas443071u6ga4fbrw_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis distributed across multiple central and lower quadrants
cla820gm4s5a7071uedgy8hov,cla820gm4s5a7071uedgy8hov_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis abnormalities distributed across multiple regions
cla820gmds5ln071u9le6ht60,cla820gmds5ln071u9le6ht60_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located in the image?,ulcerative colitis abnormalities distributed across multiple regions
cla820glcs48r071u6b2k2ctb,cla820glcs48r071u6b2k2ctb_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,"ulcerative colitis scattered across multiple regions including center, upper, and lower areas"
cla820gn8s6oj071u2rjydjgb,cla820gn8s6oj071u2rjydjgb_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the area of concern located in the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820gm3s58n071ucq812p13,cla820gm3s58n071ucq812p13_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820glws51b071u5gzk6x1i,cla820glws51b071u5gzk6x1i_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality seen in multiple quadrants including central and lower regions
cla820glos4rb071uhwed5mbb,cla820glos4rb071uhwed5mbb_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality observed?,ulcerative colitis scattered across multiple central and lower regions
cla820gmms60b071uh0x1b2mr,cla820gmms60b071uh0x1b2mr_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,"ulcerative colitis abnormality present in multiple regions including center, upper, and lower quadrants"
cla820gmcs5kj071uhv1f8dpl,cla820gmcs5kj071uhv1f8dpl_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of concern located in the image?,ulcerative colitis distributed across multiple regions including central and lower quadrants
cla820gmcs5l3071uhkswgbyf,cla820gmcs5l3071uhkswgbyf_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of concern visible in the image?,ulcerative colitis abnormalities scattered across central and upper regions
cla820gm6s5cf071u06wmfvg9,cla820gm6s5cf071u06wmfvg9_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Which areas of the image show abnormalities?,ulcerative colitis abnormalities scattered across multiple regions
cla820gm5s5br071uapqa4zrj,cla820gm5s5br071uapqa4zrj_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located in the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820glms4of071u2gl38xwr,cla820glms4of071u2gl38xwr_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,"ulcerative colitis scattered across multiple regions including center, upper, and lower quadrants"
cla820gl9s42j071ue8yx2zh5,cla820gl9s42j071ue8yx2zh5_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,"ulcerative colitis scattered across multiple regions including center, upper, and lower quadrants"
cla820gmjs5un071ug4fuf5y6,cla820gmjs5un071ug4fuf5y6_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Which regions of the image show abnormal findings?,ulcerative colitis abnormalities noted in multiple quadrants including central and lower areas
cla820glqs4u7071u4pgn24jp,cla820glqs4u7071u4pgn24jp_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality observed?,ulcerative colitis abnormality noted in multiple quadrants
cla820gmcs5kz071u0oi7ffxb,cla820gmcs5kz071u0oi7ffxb_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis abnormality distributed across multiple regions
cla820gmus6az071u6d044g0a,cla820gmus6az071u6d044g0a_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,"ulcerative colitis distributed across multiple regions including center, upper, and lower quadrants"
cla820gmms60j071uewclak33,cla820gmms60j071uewclak33_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,ulcerative colitis abnormality scattered across multiple regions
cla820gmps647071u1ctnfhp0,cla820gmps647071u1ctnfhp0_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality observed?,ulcerative colitis abnormalities scattered across multiple quadrants
cla820gm4s5aj071u7scsdwmm,cla820gm4s5aj071u7scsdwmm_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality observed in multiple quadrants including central and lower regions
cla820glts4x7071u15zj93it,cla820glts4x7071u15zj93it_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,ulcerative colitis Abnormality scattered across central and upper regions
cla820gmns61r071u1iky106v,cla820gmns61r071u1iky106v_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormalities scattered across central and upper regions
cla820gmhs5qr071ug4smcqjc,cla820gmhs5qr071ug4smcqjc_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality observed?,ulcerative colitis distributed across multiple central and lower regions
cla820gn6s6m7071u55bo4ffs,cla820gn6s6m7071u55bo4ffs_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the abnormalities located in the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820gles4bf071u0hjs3axx,cla820gles4bf071u0hjs3axx_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Which regions of the image show the abnormality?,ulcerative colitis Abnormality observed in multiple quadrants including central and lower areas
cla820gm2s57j071uewq2hozf,cla820gm2s57j071uewq2hozf_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,"ulcerative colitis spread across multiple regions including center, left, right, and lower areas"
cla820gmms603071u3p4l07iv,cla820gmms603071u3p4l07iv_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis scattered across multiple quadrants including central and lower regions
cla820gm8s5ev071uda60flrc,cla820gm8s5ev071uda60flrc_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,"ulcerative colitis scattered across multiple regions including center, upper, and lower quadrants"
cla820glcs47f071udxha58s0,cla820glcs47f071udxha58s0_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located in the image?,ulcerative colitis scattered across central and upper regions
cla820gmqs653071u19205h77,cla820gmqs653071u19205h77_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis scattered across multiple quadrants including central and lower areas
cla820gmes5mj071u01y7gh34,cla820gmes5mj071u01y7gh34_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis distributed across multiple central and peripheral areas
cla820glys53r071ub64d5s10,cla820glys53r071ub64d5s10_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of concern located in the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820gmns60r071u963pb90r,cla820gmns60r071u963pb90r_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis scattered across multiple quadrants including central and lower areas
cla820glzs557071u2ycaar7i,cla820glzs557071u2ycaar7i_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Which regions of the image show the abnormality?,ulcerative colitis abnormality observed in multiple quadrants
cla820gljs4kf071u74o51olo,cla820gljs4kf071u74o51olo_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the abnormalities located within the image?,"ulcerative colitis scattered across multiple regions including center, upper, and lower quadrants"
cla820glus4y7071u0i1774qp,cla820glus4y7071u0i1774qp_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality observed?,"ulcerative colitis abnormalities noted in multiple regions including center, upper, and lower quadrants"
cla820gm9s5g3071u29zr9o3n,cla820gm9s5g3071u29zr9o3n_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Which regions of the image show abnormalities?,ulcerative colitis abnormalities scattered across multiple quadrants
cla820gmus6a7071u6c1g89eg,cla820gmus6a7071u6c1g89eg_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality distributed across multiple quadrants
cla820gmqs65z071uaj197630,cla820gmqs65z071uaj197630_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality observed?,ulcerative colitis abnormality scattered across central and upper regions
cla820glus4z7071u8ibo003f,cla820glus4z7071u8ibo003f_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormalities distributed across multiple quadrants
cla820gmos633071u2s5l5lpm,cla820gmos633071u2s5l5lpm_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis scattered across multiple central and lower quadrants
cla820gmts69r071u43ysgnkv,cla820gmts69r071u43ysgnkv_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis distributed across multiple central and lower quadrants
cla820gmss67j071uaqp2dhsa,cla820gmss67j071uaqp2dhsa_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Which areas of the image show abnormalities?,"ulcerative colitis abnormalities seen in multiple regions including center, upper, and lower quadrants"
cla820glks4lj071ubi733tn9,cla820glks4lj071ubi733tn9_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820gmhs5r3071u9kex46xk,cla820gmhs5r3071u9kex46xk_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,"ulcerative colitis scattered across multiple quadrants including center, upper, and lower regions"
cla820gm8s5fn071u32oc67ik,cla820gm8s5fn071u32oc67ik_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located within the image?,ulcerative colitis distributed across multiple quadrants including central and upper regions
cla820glhs4h7071ufsvccrv7,cla820glhs4h7071ufsvccrv7_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,ulcerative colitis abnormalities distributed throughout central and lower regions
cla820glns4pr071u1pnkdizs,cla820glns4pr071u1pnkdizs_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality observed?,ulcerative colitis abnormality seen in multiple quadrants and central areas
cla820gmhs5s3071uepw7afkz,cla820gmhs5s3071uepw7afkz_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality present in multiple central and lower quadrants
cla820gn6s6mv071uewiqd3xo,cla820gn6s6mv071uewiqd3xo_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the abnormalities located in the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820gn8s6on071u6qp05n45,cla820gn8s6on071u6qp05n45_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality observed?,ulcerative colitis abnormality seen in multiple quadrants
cla820gm3s59f071ucoov917k,cla820gm3s59f071ucoov917k_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis scattered across multiple central and lower quadrants
cla820glms4o7071udkoj0vl4,cla820glms4o7071udkoj0vl4_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,"ulcerative colitis abnormality observed in multiple quadrants including center, upper, and lower regions"
cla820gmss68f071u24pp1gt4,cla820gmss68f071u24pp1gt4_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormalities distributed across multiple quadrants
cla820gmgs5pr071u61mf27n4,cla820gmgs5pr071u61mf27n4_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis scattered across multiple central and lower regions
cla820glrs4v7071ufojf8iiu,cla820glrs4v7071ufojf8iiu_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,ulcerative colitis abnormality scattered across multiple regions
cla820gmls5yf071u422gbrab,cla820gmls5yf071u422gbrab_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located within the image?,ulcerative colitis Scattered across multiple central and upper regions
cla820gl4s3un071uck4cg79b,cla820gl4s3un071uck4cg79b_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located within the image?,ulcerative colitis abnormality noted in multiple regions including center and upper-left
cla820glas44n071u28gw6bch,cla820glas44n071u28gw6bch_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,"ulcerative colitis abnormality seen in multiple regions including center, upper, and lower quadrants"
cla820gm8s5fv071uhwqz7yqq,cla820gm8s5fv071uhwqz7yqq_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis scattered across multiple central and upper regions
cla820gmjs5tr071ugp0l1tsm,cla820gmjs5tr071ugp0l1tsm_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality scattered across multiple quadrants
cla820glcs47r071ufos036pr,cla820glcs47r071ufos036pr_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located in the image?,ulcerative colitis abnormalities scattered across multiple quadrants
cla820gm8s5fr071udxew39tr,cla820gm8s5fr071udxew39tr_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the area of abnormality located in the image?,ulcerative colitis abnormality observed in multiple regions including central and lower areas
cla820gl2s3rn071u23tn2cc2,cla820gl2s3rn071u23tn2cc2_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located in the image?,ulcerative colitis scattered across multiple regions including central and lower areas
cla820gl2s3qz071u9ed6awtv,cla820gl2s3qz071u9ed6awtv_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located within the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820gmis5tf071u3h5cde18,cla820gmis5tf071u3h5cde18_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormalities scattered across multiple quadrants
cla820gm2s57n071ufhsm9vri,cla820gm2s57n071ufhsm9vri_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located in the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820gmvs6bf071uano0717m,cla820gmvs6bf071uano0717m_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormalities scattered across multiple quadrants
cla820gm7s5dz071u7v9a7lgv,cla820gm7s5dz071u7v9a7lgv_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality distributed across multiple quadrants
cla820gmks5wn071u8uoz7uq7,cla820gmks5wn071u8uoz7uq7_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,"ulcerative colitis abnormality seen across multiple regions including center, lower, and upper quadrants"
cla820gmls5y3071ufytcckxb,cla820gmls5y3071ufytcckxb_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,ulcerative colitis abnormalities scattered across multiple regions
cla820gl5s3w7071uh47a2dxy,cla820gl5s3w7071uh47a2dxy_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,ulcerative colitis abnormalities scattered across multiple regions
cla820gl8s41n071uanbv7xro,cla820gl8s41n071uanbv7xro_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,"ulcerative colitis abnormality noted in multiple regions including center, upper, and lower quadrants"
cla820gl8s423071u90jodevy,cla820gl8s423071u90jodevy_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,ulcerative colitis abnormality scattered across multiple regions
cla820gmis5sb071u1rhdgg2r,cla820gmis5sb071u1rhdgg2r_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis scattered across multiple regions including central and upper areas
cla820glks4lz071ubsuc0pzr,cla820glks4lz071ubsuc0pzr_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis distributed across multiple central and lower regions
cla820gmks5vn071ua5scaqdh,cla820gmks5vn071ua5scaqdh_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis scattered across multiple quadrants including central and lower regions
cla820glls4mz071u0cuo22tn,cla820glls4mz071u0cuo22tn_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality scattered across multiple regions
cla820glbs45z071uceqn97vk,cla820glbs45z071uceqn97vk_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis abnormalities distributed across multiple regions
cla820glus4yz071ugct55hvr,cla820glus4yz071ugct55hvr_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the abnormalities located in the image?,ulcerative colitis abnormalities distributed throughout central and lower regions
cla820gl7s3yr071u9kft4435,cla820gl7s3yr071u9kft4435_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormalities noted in multiple quadrants
cla820gn7s6n3071udc5324za,cla820gn7s6n3071udc5324za_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis scattered across central and upper regions
cla820gm6s5cv071u72qtfz4h,cla820gm6s5cv071u72qtfz4h_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis distributed across multiple quadrants including central and lower regions
cla820gljs4k7071u3s8vhkea,cla820gljs4k7071u3s8vhkea_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located within the image?,ulcerative colitis abnormality scattered across multiple regions
cla820gmjs5tv071u60pj46dt,cla820gmjs5tv071u60pj46dt_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis abnormalities distributed throughout multiple regions
cla820gmgs5qb071ufbsigz22,cla820gmgs5qb071ufbsigz22_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality located?,ulcerative colitis abnormality noted in multiple quadrants
cla820gljs4kv071ugpko5fhz,cla820gljs4kv071ugpko5fhz_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality scattered across multiple regions
cla820gl6s3yb071u4x8bg1hq,cla820gl6s3yb071u4x8bg1hq_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located within the image?,"ulcerative colitis scattered across multiple regions including center, upper, and lower areas"
cla820glcs48n071ucc8e8fht,cla820glcs48n071ucc8e8fht_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the abnormal areas located in the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820gm6s5cn071u175vd987,cla820gm6s5cn071u175vd987_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis Abnormality distributed across multiple quadrants
cla820gmbs5jr071u0j9f6bnj,cla820gmbs5jr071u0j9f6bnj_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality seen in multiple central and lower quadrants
cla820gmbs5jj071uhbn0b19h,cla820gmbs5jj071uhbn0b19h_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality observed?,ulcerative colitis abnormality seen in multiple central and lower quadrants
cla820gl4s3tr071u12w3g0nk,cla820gl4s3tr071u12w3g0nk_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located in the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820gm0s55b071ugcr951eh,cla820gm0s55b071ugcr951eh_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis distributed across multiple quadrants including central and lower regions
cla820glzs54b071uavsmcevb,cla820glzs54b071uavsmcevb_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820gm1s57b071u12v541lw,cla820gm1s57b071u12v541lw_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis scattered across multiple quadrants including central and lower regions
cla820gl8s41z071u2siucxod,cla820gl8s41z071u2siucxod_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the areas of abnormality located in the image?,ulcerative colitis scattered across multiple regions including central and upper and lower quadrants
cla820gl7s3yz071u8j1a4nms,cla820gl7s3yz071u8j1a4nms_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the abnormalities located in the image?,"ulcerative colitis scattered across multiple regions including center, upper, and lower areas"
cla820gles4cb071u30p914fw,cla820gles4cb071u30p914fw_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,"ulcerative colitis abnormality noted in multiple regions including center, upper, and lower areas"
cla820glbs46v071u6gyo8zmj,cla820glbs46v071u6gyo8zmj_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality noted in multiple central and lower quadrants
cla820glqs4tr071u8yh6havq,cla820glqs4tr071u8yh6havq_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located within the image?,"ulcerative colitis distributed across multiple regions including center, upper, and lower quadrants"
cla820glps4rz071u6kspddxw,cla820glps4rz071u6kspddxw_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located within the image?,"ulcerative colitis scattered across multiple regions including center, upper, and lower areas"
cla820glas44f071ubwqy4eeg,cla820glas44f071ubwqy4eeg_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where are the abnormalities located in the image?,"ulcerative colitis scattered across multiple regions including center, upper, and lower quadrants"
cla820glbs45v071ua0sq8o9d,cla820glbs45v071ua0sq8o9d_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located in the image?,ulcerative colitis scattered across multiple central and upper regions
cla820gn6s6m3071uc9mp6sji,cla820gn6s6m3071uc9mp6sji_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality distributed across multiple quadrants
cla820glms4nv071ug2s4hc8z,cla820glms4nv071ug2s4hc8z_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located within the image?,ulcerative colitis abnormalities scattered across multiple regions
cla820gl1s3pf071ue7ja2fur,cla820gl1s3pf071ue7ja2fur_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where is the abnormality located within the image?,"ulcerative colitis distributed across multiple regions including center, lower, and upper areas"
cla820gmhs5rb071u542the9d,cla820gmhs5rb071u542the9d_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis abnormality scattered across multiple regions
cla820gmbs5iv071u45v7fxxz,cla820gmbs5iv071u45v7fxxz_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which regions of the image is the abnormality located?,ulcerative colitis scattered across multiple quadrants including central and lower areas
cla820gmas5i3071u7q9ra7of,cla820gmas5i3071u7q9ra7of_ulcerative_colitis_mask_0,Where in the image is the abnormality?,In which areas of the image is the abnormality observed?,ulcerative colitis abnormality distributed across multiple regions
cla820gmvs6bv071u7llu5ik5,cla820gmvs6bv071u7llu5ik5_ulcerative_colitis_mask_0,Where in the image is the abnormality?,Where in the image are the abnormalities located?,ulcerative colitis abnormalities distributed across multiple regions
